13726,24024
13763.078125,23943.5390625
13681.236328125,23918.720703125
13669.896484375,23846.25390625
13706.1650390625,23763.83984375
13754.6767578125,23687.62890625
13777.8994140625,23601.96875
13816.2568359375,23520.638671875
13831.41796875,23433.0078125
13851.2890625,23346.513671875
13880.7109375,23263.296875
13903.2978515625,23176.79296875
13927.080078125,23089.58203125
13946.7099609375,23001.310546875
13962.2734375,22912.2578125
13970.9912109375,22822.291015625
13981.97265625,22732.53515625
13989.3349609375,22642.431640625
14001.43359375,22554.298828125
14013.0146484375,22477.826171875
14032.1728515625,22390.521484375
14025.2646484375,22302.24609375
14030.076171875,22214.87109375
14031.033203125,22126.60546875
14038.494140625,22043.451171875
14044.9931640625,21955.849609375
14034.5146484375,21867.462890625
14028.4697265625,21779.572265625
14041.984375,21690.708984375
14037.576171875,21606.875
14082.5126953125,21557.64453125
14094.5625,21646.810546875
14086.2626953125,21736.283203125
14089.1943359375,21826.65234375
14089.4541015625,21917.076171875
14085.302734375,22007.390625
14081.2822265625,22097.26171875
14096.537109375,22186.337890625
14097.6982421875,22257.46484375
14160.330078125,22265.70703125
14241.4189453125,22226.814453125
14299.455078125,22289.646484375
14345.95703125,22342.36328125
14389.50390625,22268.775390625
14427.0908203125,22186.578125
14453.51953125,22101.8125
14478.0869140625,22021.53515625
14489.9404296875,21952.443359375
14542.177734375,21953.001953125
14580.1953125,22027.263671875
14650.341796875,22002.162109375
14682.978515625,21917.994140625
14732.5986328125,21843.244140625
14816.3974609375,21833.58984375
14887.74609375,21787.92578125
14942.728515625,21716.517578125
15009.2333984375,21656.28125
15089.908203125,21678.671875
15170.2763671875,21682.521484375
15234.8701171875,21620.119140625
15293.2314453125,21551.193359375
15355.154296875,21485.291015625
15416.1865234375,21418.572265625
15455.1640625,21339.73828125
15438.298828125,21250.94140625
15452.6953125,21167.537109375
15539.208984375,21149.521484375
15622.95703125,21119.7421875
15703.00390625,21080.279296875
15773.7587890625,21025.33984375
15812.3046875,20943.955078125
15853.111328125,20865.03125
15882.89453125,20779.861328125
15920.4404296875,20698.06640625
15948.6455078125,20613.626953125
15970.0849609375,20525.802734375
15987.1884765625,20437.0078125
16001.7578125,20347.76171875
16013.0048828125,20258.044921875
15977.0087890625,20205.095703125
15924.41796875,20277.5859375
15875.412109375,20353.197265625
15827.81640625,20405.01953125
15858.3349609375,20322.15234375
15907.857421875,20249.501953125
