Channels	3			
Samples	1000	1000	1000	
Date	2000/00/00	2000/00/00	2000/00/00	
Time	12:00:00,0000000000000000001	12:00:00,0000000000000000001	12:00:00,0000000000000000001	
Y_Unit_Label	kg	km	lb	
X_Dimension	Time	Time	Time	
X0	0,0000000000000000E+0	0,0000000000000000E+0	0,0000000000000000E+0	
Delta_X	0,000160	0,000160	0,000160	
***End_of_Header***				
T_Value	Output1	Output2	Output3	Comment
0,000000	0,201186	-0,258189	-0,383023
0,000167	0,213880	-0,322410	-0,403077
0,000333	0,226033	-0,296329	-0,469530
0,000500	0,237997	-0,291026	-0,382456
0,000667	0,250853	-0,296184	-0,245132
0,000833	0,262940	-0,297855	-0,244679
0,001000	0,274692	-0,318632	-0,261901
0,001167	0,287494	-0,346892	-0,235218
0,001333	0,299134	-0,307444	-0,317250
0,001500	0,311353	-0,290808	-0,323935
0,001667	0,323479	-0,351251	-0,294759
0,001833	0,335895	-0,364182	-0,350504
0,002000	0,347716	-0,282018	-0,353110
0,002167	0,361205	-0,299744	-0,243433
0,002333	0,372845	-0,346529	-0,256972
0,002500	0,385488	-0,362657	-0,228646
0,002667	0,397116	-0,323717	-0,140893
0,002833	0,410377	-0,305991	-0,178850
0,003000	0,415414	-0,319867	-0,324671
0,003167	0,426645	-0,374353	-0,366084
0,003333	0,445679	-0,357789	-0,333339
0,003500	0,457941	-0,330256	-0,289660
0,003667	0,470904	-0,320085	-0,241676
0,003833	0,483131	-0,345076	-0,217599
0,004000	0,489425	-0,387284	-0,230573
0,004167	0,497955	-0,340063	-0,258049
0,004333	0,511567	-0,307009	-0,217033
0,004500	0,522570	-0,354229	-0,199018
0,004667	0,537421	-0,379511	-0,346935
0,004833	0,557108	-0,373772	-0,426134
0,005000	0,563395	-0,328657	-0,363988
0,005167	0,571245	-0,341661	-0,334869
0,005333	0,584722	-0,408570	-0,303030
0,005500	0,595860	-0,369485	-0,209498
0,005667	0,608793	-0,361349	-0,214144
0,005833	0,620132	-0,335486	-0,351637
0,006000	0,633524	-0,367379	-0,377867
0,006167	0,643967	-0,389028	-0,396732
0,006333	0,648927	-0,328440	-0,479557
0,006500	0,661018	-0,373336	-0,422452
0,006667	0,673585	-0,375079	-0,411235
0,006833	0,686023	-0,396074	-0,458823
0,007000	0,697301	-0,360695	-0,376338
0,007167	0,710596	-0,363746	-0,272325
0,007333	0,722641	-0,376750	-0,335492
0,007500	0,734389	-0,388446	-0,431403
0,007667	0,744933	-0,375660	-0,506467
0,007833	0,749893	-0,331927	-0,582437
0,008000	0,761459	-0,385323	-0,564535
0,008167	0,774226	-0,405155	-0,516097
0,008333	0,787267	-0,376895	-0,435199
0,008500	0,798953	-0,387793	-0,361778
0,008667	0,809598	-0,368614	-0,409309
0,008833	0,814132	-0,381981	-0,438145
0,009000	0,826837	-0,399634	-0,452987
0,009167	0,837115	-0,403557	-0,521196
0,009333	0,842626	-0,377767	-0,553091
0,009500	0,854386	-0,336939	-0,547426
0,009667	0,866724	-0,403412	-0,595183
0,009833	0,878874	-0,404574	-0,559776
0,010000	0,884744	-0,392297	-0,387555
0,010167	0,891081	-0,358298	-0,320762
0,010333	0,897684	-0,375225	-0,367103
0,010500	0,903130	-0,422954	-0,435992
0,010667	0,911540	-0,372173	-0,541477
0,010833	0,925252	-0,387938	-0,557793
0,011000	0,930675	-0,359242	-0,521593
0,011167	0,939219	-0,396728	-0,465734
0,011333	0,953040	-0,396510	-0,434689
0,011500	0,958732	-0,375951	-0,407779
0,011667	0,967185	-0,367597	-0,365404
0,011833	0,980241	-0,393750	-0,302180
0,012000	0,986428	-0,418522	-0,324558
0,012167	0,993444	-0,367960	-0,387611
0,012333	0,998820	-0,370285	-0,416730
0,012500	1,010800	-0,401087	-0,500745
0,012667	1,020969	-0,389972	-0,520800
0,012833	1,025847	-0,353285	-0,344839
0,013000	1,038271	-0,376823	-0,241053
0,013167	1,047807	-0,364618	-0,300877
0,013333	1,053477	-0,368468	-0,282182
0,013500	1,059772	-0,383724	-0,272495
0,013667	1,066190	-0,351541	-0,393163
0,013833	1,072338	-0,373190	-0,366084
0,014000	1,078015	-0,390263	-0,319459
0,014167	1,084672	-0,376242	-0,390274
0,014333	1,091504	-0,354011	-0,389141
0,014500	1,096787	-0,358952	-0,256746
0,014667	1,103460	-0,370357	-0,249438
0,014833	1,109091	-0,379365	-0,249948
0,015000	1,121676	-0,356118	-0,213464
0,015167	1,129318	-0,330910	-0,272665
0,015333	1,127952	-0,371737	-0,405400
0,015500	1,134528	-0,403267	-0,422905
0,015667	1,140205	-0,359024	-0,344103
0,015833	1,146716	-0,324952	-0,264337
0,016000	1,151857	-0,356409	-0,273911
0,016167	1,158553	-0,385831	-0,304503
0,016333	1,165071	-0,360114	-0,299688
0,016500	1,165110	-0,326042	-0,300538
0,016667	1,166835	-0,318051	-0,329260
0,016833	1,174253	-0,364763	-0,331753
0,017000	1,173134	-0,384596	-0,416787
0,017167	1,176418	-0,326260	-0,443017
0,017333	1,182771	-0,311803	-0,345972
0,017500	1,189166	-0,326696	-0,339684
0,017667	1,193203	-0,381763	-0,368406
0,017833	1,192026	-0,330764	-0,296799
0,018000	1,197645	-0,305919	-0,322745
0,018167	1,203229	-0,316235	-0,457406
0,018333	1,210991	-0,338465	-0,475535
0,018500	1,210281	-0,375878	-0,425285
0,018667	1,212449	-0,305919	-0,420866
0,018833	1,220346	-0,319722	-0,349145
0,019000	1,219362	-0,335196	-0,377131
0,019167	1,221974	-0,347764	-0,440014
0,019333	1,229666	-0,338392	-0,417467
0,019500	1,229226	-0,277586	-0,375544
0,019667	1,229740	-0,329457	-0,393220
0,019833	1,228948	-0,317252	-0,473042
0,020000	1,234765	-0,305919	-0,508676
0,020167	1,238566	-0,306500	-0,443357
0,020333	1,238790	-0,290445	-0,424945
0,020500	1,238138	-0,325388	-0,382966
0,020667	1,240357	-0,297782	-0,316457
0,020833	1,248157	-0,299889	-0,366594
0,021000	1,247254	-0,278095	-0,465734
0,021167	1,247794	-0,273373	-0,434009
0,021333	1,248323	-0,330328	-0,391237
0,021500	1,248091	-0,254775	-0,463865
0,021667	1,247740	-0,301560	-0,343310
0,021833	1,248299	-0,275843	-0,326654
0,022000	1,247408	-0,270176	-0,403644
0,022167	1,247624	-0,310786	-0,332546
0,022333	1,247852	-0,266471	-0,241393
0,022500	1,248033	-0,277514	-0,290397
0,022667	1,247813	-0,263493	-0,335775
0,022833	1,247875	-0,265527	-0,352827
0,023000	1,247597	-0,276569	-0,389934
0,023167	1,247300	-0,229130	-0,342403
0,023333	1,248600	-0,265164	-0,209158
0,023500	1,241623	-0,225353	-0,213860
0,023667	1,238107	-0,256954	-0,250401
0,023833	1,238605	-0,265745	-0,255160
0,024000	1,238196	-0,208789	-0,243093
0,024167	1,238423	-0,259788	-0,194032
0,024333	1,239218	-0,230002	-0,225871
0,024500	1,232422	-0,244241	-0,228930
0,024667	1,229188	-0,234143	-0,210858
0,024833	1,229933	-0,218451	-0,236238
0,025000	1,228898	-0,237194	-0,181286
0,025167	1,227023	-0,217652	-0,097441
0,025333	1,220203	-0,231600	-0,105656
0,025500	1,220875	-0,202832	-0,168142
0,025667	1,217582	-0,200943	-0,175507
0,025833	1,211299	-0,217361	-0,206552
0,026000	1,211203	-0,197238	-0,211934
0,026167	1,208335	-0,208862	-0,104183
0,026333	1,202045	-0,162222	-0,109451
0,026500	1,202519	-0,185033	-0,175960
0,026667	1,199625	-0,188738	-0,154943
0,026833	1,192628	-0,184016	-0,148144
0,027000	1,192913	-0,172538	-0,147125
0,027167	1,189953	-0,154376	-0,110188
0,027333	1,184299	-0,189973	-0,142762
0,027500	1,177259	-0,174863	-0,225757
0,027667	1,173543	-0,147475	-0,182532
0,027833	1,174747	-0,162948	-0,140780
0,028000	1,168425	-0,187721	-0,118062
0,028167	1,162131	-0,159098	-0,119082
0,028333	1,156890	-0,132945	-0,127240
0,028500	1,150309	-0,163457	-0,192049
0,028667	1,146562	-0,168760	-0,258275
0,028833	1,147311	-0,152124	-0,205023
0,029000	1,141147	-0,124518	-0,091493
0,029167	1,134937	-0,135924	-0,161118
0,029333	1,129090	-0,136505	-0,240373
0,029500	1,123097	-0,122411	-0,187234
0,029667	1,116505	-0,140791	-0,180492
0,029833	1,110723	-0,103668	-0,207799
0,030000	1,104274	-0,132509	-0,116929
0,030167	1,097682	-0,116454	-0,192559
0,030333	1,092434	-0,115074	-0,312491
0,030500	1,079895	-0,117689	-0,244226
0,030667	1,069864	-0,080348	-0,158625
0,030833	1,064750	-0,086087	-0,158342
0,031000	1,057398	-0,107228	-0,142196
0,031167	1,051844	-0,087831	-0,187971
0,031333	1,045951	-0,081220	-0,247228
0,031500	1,039842	-0,099164	-0,239127
0,031667	1,033092	-0,098002	-0,165593
0,031833	1,027766	-0,070395	-0,124464
0,032000	1,015562	-0,077224	-0,140440
0,032167	1,005331	-0,099963	-0,204060
0,032333	1,001170	-0,059208	-0,177943
0,032500	0,987805	-0,051580	-0,112567
0,032667	0,978500	-0,046930	-0,097894
0,032833	0,973140	-0,031602	-0,102823
0,033000	0,966501	-0,063276	-0,126673
0,033167	0,959805	-0,043153	-0,207742
0,033333	0,954194	-0,009589	-0,157152
0,033500	0,942183	-0,064656	-0,036257
0,033667	0,931871	-0,049110	-0,028722
0,033833	0,927008	-0,023102	-0,016826
0,034000	0,913056	-0,043225	0,008441
0,034167	0,904037	-0,011406	-0,094325
0,034333	0,898761	-0,030367	-0,064980
0,034500	0,892671	0,005449	0,021188
0,034667	0,883883	-0,012132	0,016486
0,034833	0,871205	-0,020196	-0,029402
0,035000	0,866493	-0,001598	-0,013143
0,035167	0,856180	-0,024845	0,013936
0,035333	0,844818	0,019034	0,058691
0,035500	0,831866	0,021649	0,142253
0,035667	0,821894	-0,019833	0,147691
0,035833	0,816367	0,003487	0,054952
0,036000	0,810281	0,040537	0,024700
0,036167	0,801543	0,035597	0,050873
0,036333	0,788394	0,012350	0,069625
0,036500	0,776932	0,012931	0,085884
0,036667	0,763574	0,052306	0,159078
0,036833	0,752405	0,051507	0,170692
0,037000	0,739252	0,060733	0,072684
0,037167	0,729955	0,036396	0,098291
0,037333	0,724301	0,012713	0,192049
0,037500	0,712823	0,084998	0,121745
0,037667	0,700087	0,067126	0,123671
0,037833	0,688802	0,039302	0,128090
0,038000	0,675530	0,055430	0,043452
0,038167	0,663527	0,071485	0,080842
0,038333	0,650687	0,086451	0,248871
0,038500	0,645897	0,065673	0,198508
0,038667	0,635330	0,092117	0,090133
